id,category
7746,0
7747,0
7748,3
7749,1
7750,0
7751,4
7752,1
7753,1
7754,1
7755,0
7756,2
7757,0
7758,2
7759,4
7760,3
7761,1
7762,4
7763,3
7764,4
7765,1
7766,4
7767,2
7768,4
7769,1
7770,3
7771,1
7772,1
7773,3
7774,0
7775,1
7776,2
7777,4
7778,4
7779,2
7780,4
7781,3
7782,2
7783,3
7784,0
7785,0
7786,1
7787,2
7788,2
7789,2
7790,3
7791,4
7792,2
7793,1
7794,1
7795,0
7796,4
7797,2
7798,4
7799,0
7800,4
7801,0
7802,1
7803,4
7804,2
7805,1
7806,1
7807,1
7808,1
7809,3
7810,4
7811,0
7812,2
7813,4
7814,4
7815,0
7816,1
7817,0
7818,1
7819,2
7820,2
7821,1
7822,4
7823,2
7824,4
7825,4
7826,1
7827,2
7828,0
7829,4
7830,1
7831,1
7832,1
7833,3
7834,0
7835,3
7836,4
7837,1
7838,0
7839,2
7840,3
7841,1
7842,1
7843,2
7844,3
7845,1
7846,0
7847,1
7848,2
7849,2
7850,3
7851,1
7852,2
7853,2
7854,1
7855,1
7856,2
7857,0
7858,1
7859,0
7860,1
7861,2
7862,4
7863,4
7864,3
7865,1
7866,3
7867,4
7868,3
7869,4
7870,0
7871,0
7872,3
7873,2
7874,4
7875,4
7876,3
7877,0
7878,1
7879,4
7880,0
7881,0
7882,2
7883,2
7884,4
7885,0
7886,2
7887,3
7888,4
7889,3
7890,0
7891,0
7892,1
7893,4
7894,2
7895,3
7896,2
7897,2
7898,4
7899,2
7900,0
7901,3
7902,0
7903,3
7904,1
7905,1
7906,0
7907,4
7908,0
7909,1
7910,1
7911,1
7912,1
7913,3
7914,1
7915,0
7916,0
7917,2
7918,2
7919,3
7920,4
7921,1
7922,4
7923,0
7924,1
7925,2
7926,1
7927,4
7928,0
7929,0
7930,2
7931,2
7932,4
7933,0
7934,2
7935,4
7936,2
7937,4
7938,1
7939,1
7940,3
7941,1
7942,1
7943,4
7944,2
7945,2
7946,2
7947,0
7948,1
7949,0
7950,2
7951,2
7952,2
7953,1
7954,3
7955,0
7956,3
7957,2
7958,0
7959,2
7960,4
7961,2
7962,2
7963,2
7964,3
7965,3
7966,2
7967,0
7968,0
7969,3
7970,0
7971,3
7972,1
7973,1
7974,4
7975,0
7976,4
7977,3
7978,0
7979,3
7980,2
7981,3
7982,3
7983,2
7984,4
7985,3
7986,0
7987,1
7988,4
7989,1
7990,1
7991,2
7992,3
7993,4
7994,4
7995,1
7996,4
7997,4
7998,4
7999,2
8000,0
8001,4
8002,0
8003,0
8004,4
8005,4
8006,1
8007,2
8008,4
8009,1
8010,1
8011,2
8012,0
8013,2
8014,3
8015,2
8016,2
8017,3
8018,1
8019,4
8020,3
8021,0
8022,3
8023,1
8024,3
8025,1
8026,3
8027,3
8028,1
8029,0
8030,3
8031,1
8032,4
8033,1
8034,0
8035,0
8036,0
8037,4
8038,1
8039,3
8040,2
8041,1
8042,1
8043,1
8044,2
8045,1
8046,3
8047,4
8048,4
8049,4
8050,3
8051,2
8052,4
8053,1
8054,0
8055,0
8056,4
8057,0
8058,0
8059,1
8060,2
8061,1
8062,3
8063,0
8064,3
8065,3
8066,3
8067,0
8068,3
8069,4
8070,0
8071,0
8072,4
8073,1
8074,2
8075,2
8076,0
8077,2
8078,3
8079,1
8080,1
8081,4
8082,1
8083,0
8084,0
8085,4
8086,4
8087,1
8088,2
8089,3
8090,4
8091,0
8092,2
8093,0
8094,0
8095,3
8096,2
8097,1
8098,3
8099,0
8100,3
8101,0
8102,4
8103,0
8104,4
8105,2
8106,2
8107,2
8108,1
8109,4
8110,2
8111,4
8112,2
8113,3
8114,4
8115,1
8116,4
8117,4
8118,1
8119,0
8120,2
8121,3
8122,2
8123,2
8124,4
8125,2
8126,3
8127,1
8128,2
8129,1
8130,4
8131,2
8132,4
8133,1
8134,1
8135,2
8136,4
8137,3
8138,0
8139,1
8140,2
8141,0
8142,1
8143,2
8144,3
8145,3
8146,0
8147,4
8148,1
8149,0
8150,2
8151,1
8152,0
8153,2
8154,4
8155,3
8156,3
8157,4
8158,2
8159,3
8160,3
8161,1
8162,2
8163,0
8164,0
8165,3
8166,2
8167,3
8168,3
8169,0
8170,0
8171,1
8172,0
8173,2
8174,3
8175,4
8176,1
8177,0
8178,4
8179,4
8180,2
8181,1
8182,2
8183,2
8184,3
8185,2
8186,4
8187,3
8188,1
8189,3
8190,3
8191,1
8192,3
8193,2
8194,0
8195,3
8196,2
8197,2
8198,0
8199,4
8200,4
8201,1
8202,2
8203,0
8204,1
8205,3
8206,2
8207,1
8208,1
8209,2
8210,2
8211,1
8212,3
8213,2
8214,4
8215,2
8216,0
8217,1
8218,4
8219,0
8220,0
8221,3
8222,1
8223,1
8224,4
8225,2
8226,3
8227,4
8228,2
8229,4
8230,2
8231,1
8232,3
8233,3
8234,4
8235,3
8236,2
8237,3
8238,0
8239,0
8240,3
8241,1
8242,3
8243,4
8244,4
8245,3
8246,0
8247,2
8248,3
8249,1
8250,0
8251,3
8252,0
8253,1
8254,1
8255,1
8256,4
8257,1
8258,2
8259,4
8260,4
8261,3
8262,0
8263,0
8264,4
8265,2
8266,4
8267,3
8268,1
8269,4
8270,1
8271,2
8272,1
8273,1
8274,1
8275,2
8276,1
8277,1
8278,2
8279,0
8280,2
8281,2
8282,4
8283,3
8284,2
8285,2
8286,0
8287,1
8288,1
8289,2
8290,1
8291,1
8292,1
8293,3
8294,1
8295,0
8296,1
8297,0
8298,0
8299,0
8300,4
8301,1
8302,4
8303,4
8304,0
8305,1
8306,4
8307,0
8308,4
8309,0
8310,3
8311,2
8312,4
8313,4
8314,1
8315,3
8316,4
8317,4
8318,4
8319,1
8320,2
8321,2
8322,2
8323,2
8324,0
8325,1
8326,3
8327,4
8328,4
8329,0
8330,1
8331,4
8332,3
8333,2
8334,3
8335,2
8336,4
8337,0
8338,1
8339,3
8340,3
8341,4
8342,4
8343,3
8344,2
8345,4
8346,0
8347,1
8348,4
8349,1
8350,4
8351,1
8352,1
8353,0
8354,0
8355,1
8356,2
8357,3
8358,2
8359,2
8360,4
8361,2
8362,3
8363,0
8364,3
8365,1
8366,0
8367,4
8368,2
8369,3
8370,3
8371,1
8372,1
8373,1
8374,1
8375,1
8376,1
8377,3
8378,1
8379,0
8380,4
8381,2
8382,4
8383,1
8384,4
8385,0
8386,4
8387,1
8388,1
8389,1
8390,1
8391,4
8392,2
8393,0
8394,2
8395,2
8396,4
8397,0
8398,2
8399,3
8400,0
8401,2
8402,2
8403,2
8404,3
8405,1
8406,1
8407,1
8408,0
8409,2
8410,0
8411,4
8412,0
8413,4
8414,4
8415,1
8416,2
8417,2
8418,3
8419,4
8420,3
8421,3
8422,1
8423,2
8424,4
8425,4
8426,2
8427,4
8428,2
8429,4
8430,1
8431,3
8432,0
8433,0
8434,0
8435,1
8436,1
8437,1
8438,4
8439,1
8440,4
8441,0
8442,3
8443,3
8444,4
8445,3
8446,1
8447,3
8448,2
8449,2
8450,0
8451,1
8452,2
8453,1
8454,4
8455,1
8456,2
8457,1
8458,0
8459,2
8460,4
8461,0
8462,1
8463,2
8464,2
8465,4
8466,2
8467,4
8468,4
8469,2
8470,2
8471,0
8472,2
8473,2
8474,1
8475,4
8476,3
8477,2
8478,0
8479,1
8480,3
8481,3
8482,3
8483,1
8484,4
8485,2
8486,4
8487,1
8488,4
8489,4
8490,0
8491,0
8492,4
8493,2
8494,3
8495,4
8496,0
8497,1
8498,0
8499,4
8500,2
8501,4
8502,3
8503,4
8504,4
8505,0
8506,3
8507,3
8508,2
8509,1
8510,2
8511,0
8512,0
8513,3
8514,0
8515,2
8516,0
8517,1
8518,0
8519,4
8520,3
8521,0
8522,3
8523,2
8524,0
8525,4
8526,1
8527,1
8528,0
8529,3
8530,0
8531,0
8532,3
8533,3
8534,2
8535,1
8536,0
8537,4
8538,4
8539,4
8540,3
8541,1
8542,2
8543,4
8544,2
8545,2
8546,1
8547,1
8548,0
8549,0
8550,2
8551,3
8552,4
8553,3
8554,1
8555,4
8556,1
8557,3
8558,3
8559,3
8560,4
8561,2
8562,0
8563,2
8564,0
8565,1
8566,1
8567,0
8568,1
8569,4
8570,1
8571,3
8572,4
8573,2
8574,2
8575,2
8576,1
8577,0
8578,1
8579,2
8580,4
8581,1
8582,2
8583,1
8584,1
8585,3
8586,2
8587,2
8588,3
8589,1
8590,4
8591,4
8592,2
8593,2
8594,3
8595,1
8596,2
8597,0
8598,0
8599,4
8600,4
8601,0
8602,2
8603,1
8604,1
8605,2
8606,2
8607,3
8608,2
8609,2
8610,1
8611,4
8612,1
8613,1
8614,0
8615,3
8616,1
8617,0
8618,1
8619,4
8620,3
8621,3
8622,2
8623,3
8624,2
8625,0
8626,4
8627,0
8628,2
8629,2
8630,0
8631,0
8632,3
8633,3
8634,4
8635,4
8636,1
8637,2
8638,2
8639,4
8640,3
8641,2
8642,1
8643,2
8644,0
8645,4
8646,4
8647,0
8648,4
8649,3
8650,1
8651,4
8652,2
8653,2
8654,0
8655,0
8656,3
8657,1
8658,2
8659,4
8660,4
8661,3
8662,2
8663,0
8664,3
8665,3
8666,0
8667,2
8668,3
8669,2
8670,4
8671,2
8672,3
8673,1
8674,1
8675,3
8676,0
8677,4
8678,1
8679,0
8680,0
8681,0
8682,3
8683,3
8684,1
8685,2
8686,3
8687,2
8688,3
8689,3
8690,1
8691,4
8692,4
8693,0
8694,3
8695,2
8696,2
8697,0
8698,3
8699,2
8700,2
8701,4
8702,2
8703,4
8704,4
8705,2
8706,1
8707,2
8708,3
8709,3
8710,1
8711,2
8712,3
8713,0
8714,3
8715,4
8716,1
8717,0
8718,0
8719,1
8720,3
8721,2
8722,4
8723,3
8724,3
8725,1
8726,2
8727,0
8728,1
8729,2
8730,0
8731,2
8732,0
8733,1
8734,0
8735,0
8736,3
8737,2
8738,4
8739,2
8740,1
8741,2
8742,1
8743,1
8744,2
8745,4
8746,3
8747,1
8748,3
8749,3
8750,3
8751,2
8752,0
8753,1
8754,2
8755,4
8756,4
8757,2
8758,2
8759,4
8760,2
8761,1
8762,1
8763,2
8764,4
8765,3
8766,3
8767,2
8768,4
8769,1
8770,4
8771,1
8772,2
8773,0
8774,2
8775,3
8776,0
8777,2
8778,3
8779,1
8780,4
8781,0
8782,0
8783,2
8784,4
8785,3
8786,4
8787,4
8788,1
8789,4
8790,4
8791,1
8792,1
8793,4
8794,0
8795,2
8796,1
8797,1
8798,2
8799,4
8800,3
8801,2
8802,0
8803,1
8804,2
8805,4
8806,4
8807,4
8808,0
8809,2
8810,1
8811,3
8812,0
8813,3
8814,4
8815,1
8816,0
8817,0
8818,3
8819,0
8820,3
8821,3
8822,3
8823,2
8824,1
8825,4
8826,1
8827,2
8828,1
8829,2
8830,3
8831,4
8832,2
8833,4
8834,3
8835,1
8836,0
8837,1
8838,3
8839,4
8840,4
8841,2
8842,1
8843,3
8844,1
8845,0
8846,2
8847,1
8848,3
8849,0
8850,3
8851,2
8852,4
8853,4
8854,0
8855,0
8856,3
8857,4
8858,0
8859,4
8860,2
8861,0
8862,2
8863,2
8864,0
8865,0
8866,0
8867,1
8868,4
8869,3
8870,1
8871,4
8872,0
8873,0
8874,1
8875,3
8876,3
8877,3
8878,1
8879,0
8880,4
8881,0
8882,0
8883,3
8884,0
8885,3
8886,2
8887,1
8888,0
8889,2
8890,0
8891,1
8892,2
8893,4
8894,0
8895,0
8896,4
8897,1
8898,0
8899,1
8900,4
8901,0
8902,1
8903,3
8904,4
8905,2
8906,2
8907,1
8908,4
8909,2
8910,4
8911,1
8912,2
8913,3
8914,1
8915,2
8916,4
8917,3
8918,1
8919,1
8920,2
8921,2
8922,2
8923,0
8924,4
8925,2
8926,2
8927,2
8928,0
8929,2
8930,0
8931,1
8932,3
8933,3
8934,0
8935,0
8936,3
8937,2
8938,3
8939,1
8940,4
8941,3
8942,1
8943,4
8944,1
8945,3
8946,2
8947,4
8948,2
8949,4
8950,4
8951,1
8952,4
8953,4
8954,1
8955,3
8956,4
8957,0
8958,3
8959,0
8960,2
8961,0
8962,0
8963,4
8964,4
8965,2
8966,3
8967,0
8968,2
8969,0
8970,1
8971,4
8972,4
8973,2
8974,0
8975,4
8976,4
8977,3
8978,4
8979,3
8980,4
8981,0
8982,2
8983,3
8984,2
8985,1
8986,1
8987,1
8988,4
8989,4
8990,1
8991,4
8992,4
8993,3
8994,2
8995,3
8996,0
8997,0
8998,1
8999,3
9000,1
9001,0
9002,0
9003,2
9004,1
9005,1
9006,0
9007,2
9008,2
9009,2
9010,1
9011,1
9012,0
9013,3
9014,3
9015,4
9016,0
9017,4
9018,3
9019,2
9020,0
9021,0
9022,2
9023,2
9024,3
9025,4
9026,1
9027,0
9028,4
9029,4
9030,3
9031,4
9032,2
9033,1
9034,2
9035,2
9036,4
9037,3
9038,0
9039,1
9040,0
9041,0
9042,1
9043,1
9044,1
9045,3
9046,2
9047,0
9048,4
9049,4
9050,3
9051,1
9052,4
9053,4
9054,2
9055,1
9056,0
9057,2
9058,1
9059,3
9060,4
9061,3
9062,1
9063,2
9064,0
9065,1
9066,4
9067,4
9068,3
9069,1
9070,1
9071,1
9072,4
9073,1
9074,0
9075,0
9076,4
9077,1
9078,1
9079,2
9080,0
9081,0
9082,0
9083,3
9084,4
9085,4
9086,1
9087,0
9088,2
9089,3
9090,4
9091,2
9092,0
9093,4
9094,3
9095,1
9096,0
9097,2
9098,4
9099,4
9100,0
9101,4
9102,2
9103,1
9104,2
9105,3
9106,2
9107,1
9108,2
9109,1
9110,0
9111,2
9112,4
9113,3
9114,2
9115,0
9116,0
9117,2
9118,3
9119,2
9120,1
9121,3
9122,1
9123,0
9124,4
9125,0
9126,3
9127,0
9128,4
9129,3
9130,4
9131,1
9132,1
9133,3
9134,1
9135,4
9136,2
9137,4
9138,3
9139,3
9140,4
9141,0
9142,2
9143,4
9144,3
9145,0
9146,2
9147,3
9148,3
9149,4
9150,4
9151,0
9152,4
9153,2
9154,0
9155,4
9156,0
9157,2
9158,2
9159,2
9160,1
9161,4
9162,1
9163,4
9164,3
9165,4
9166,3
9167,4
9168,4
9169,2
9170,3
9171,0
9172,4
9173,1
9174,1
9175,1
9176,0
9177,1
9178,3
9179,2
9180,4
9181,0
9182,4
9183,1
9184,2
9185,4
9186,4
9187,2
9188,3
9189,2
9190,4
9191,2
9192,0
9193,4
9194,2
9195,1
9196,2
9197,1
9198,1
9199,2
9200,3
9201,0
9202,3
9203,4
9204,4
9205,0
9206,2
9207,3
9208,2
9209,0
9210,2
9211,1
9212,2
9213,3
9214,0
9215,1
9216,1
9217,3
9218,0
9219,4
9220,2
9221,3
9222,4
9223,0
9224,2
9225,2
9226,2
9227,2
9228,2
9229,0
9230,1
9231,4
9232,4
9233,1
9234,3
9235,1
9236,2
9237,1
9238,4
9239,1
9240,0
9241,3
9242,4
9243,0
9244,4
9245,1
9246,2
9247,4
9248,2
9249,1
9250,4
9251,0
9252,0
9253,0
9254,4
9255,2
9256,2
9257,1
9258,3
9259,0
9260,4
9261,4
9262,1
9263,0
9264,3
9265,0
9266,4
9267,3
9268,0
9269,0
9270,1
9271,3
9272,0
9273,3
9274,0
9275,4
9276,2
9277,1
9278,2
9279,1
9280,0
9281,0
9282,0
9283,0
9284,0
9285,0
9286,4
9287,3
9288,2
9289,2
9290,1
9291,4
9292,1
9293,4
9294,0
9295,0
9296,0
9297,0
9298,4
9299,0
9300,2
9301,3
9302,3
9303,3
9304,1
9305,4
9306,3
9307,3
9308,2
9309,0
9310,3
9311,3
9312,3
9313,1
9314,1
9315,1
9316,1
9317,3
9318,0
9319,3
9320,1
9321,3
9322,0
9323,4
9324,0
9325,0
9326,1
9327,3
9328,3
9329,3
9330,0
9331,3
9332,2
9333,0
9334,4
9335,3
9336,0
9337,0
9338,3
9339,0
9340,1
9341,1
9342,4
9343,2
9344,1
9345,2
9346,3
9347,3
9348,3
9349,3
9350,3
9351,1
9352,0
9353,2
9354,3
9355,3
9356,2
9357,4
9358,1
9359,2
9360,4
9361,1
9362,0
9363,1
9364,4
9365,0
9366,3
9367,0
9368,1
9369,2
9370,4
9371,2
9372,2
9373,4
9374,2
9375,0
9376,1
9377,3
9378,2
9379,0
9380,0
9381,4
9382,4
9383,0
9384,1
9385,1
9386,2
9387,1
9388,2
9389,1
9390,2
9391,0
9392,0
9393,3
9394,2
9395,2
9396,4
9397,2
9398,1
9399,3
9400,4
9401,3
9402,0
9403,2
9404,1
9405,4
9406,2
9407,4
9408,0
9409,4
9410,4
9411,3
9412,4
9413,2
9414,4
9415,1
9416,3
9417,1
9418,2
9419,0
9420,2
9421,4
9422,0
9423,3
9424,3
9425,4
9426,1
9427,3
9428,4
9429,1
9430,1
9431,3
9432,4
9433,1
9434,2
9435,3
9436,0
9437,0
9438,4
9439,4
9440,1
9441,3
9442,4
9443,1
9444,2
9445,4
9446,1
9447,2
9448,0
9449,0
9450,3
9451,2
9452,4
9453,2
9454,3
9455,4
9456,2
9457,2
9458,0
9459,4
9460,1
9461,2
9462,2
9463,3
9464,1
9465,4
9466,4
9467,2
9468,3
9469,0
9470,1
9471,4
9472,1
9473,2
9474,3
9475,2
9476,3
9477,2
9478,1
9479,1
9480,4
9481,1
9482,3
9483,0
9484,3
9485,2
9486,0
9487,2
9488,1
9489,1
9490,0
9491,2
9492,1
9493,0
9494,3
9495,1
9496,1
9497,3
9498,3
9499,2
9500,1
9501,2
9502,1
9503,3
9504,0
9505,4
9506,3
9507,3
9508,3
9509,4
9510,1
9511,0
9512,4
9513,2
9514,4
9515,1
9516,0
9517,1
9518,1
9519,4
9520,3
9521,3
9522,3
9523,1
9524,1
9525,0
9526,0
9527,3
9528,2
9529,3
9530,3
9531,3
9532,0
9533,3
9534,2
9535,2
9536,2
9537,2
9538,2
9539,4
9540,1
9541,4
9542,2
9543,1
9544,0
9545,2
9546,1
9547,0
9548,3
9549,3
9550,2
9551,0
9552,0
9553,3
9554,2
9555,3
9556,2
9557,2
9558,1
9559,1
9560,1
9561,4
9562,3
9563,4
9564,2
9565,2
9566,3
9567,1
9568,1
9569,2
9570,4
9571,1
9572,1
9573,1
9574,0
9575,4
9576,0
9577,0
9578,3
9579,0
9580,1
9581,4
9582,1
9583,3
9584,4
9585,2
9586,3
9587,0
9588,1
9589,2
9590,1
9591,0
9592,4
9593,2
9594,2
9595,3
9596,0
9597,3
9598,4
9599,3
9600,0
9601,1
9602,3
9603,2
9604,3
9605,1
9606,0
9607,0
9608,1
9609,2
9610,2
9611,0
9612,3
9613,1
9614,1
9615,4
9616,1
9617,4
9618,0
9619,1
9620,1
9621,2
9622,4
9623,1
9624,4
9625,4
9626,3
9627,2
9628,0
9629,1
9630,4
9631,4
9632,2
9633,4
9634,3
9635,1
9636,3
9637,3
9638,1
9639,0
9640,3
9641,3
9642,1
9643,3
9644,3
9645,1
9646,0
9647,1
9648,2
9649,2
9650,1
9651,3
9652,3
9653,0
9654,4
9655,3
9656,4
9657,3
9658,1
9659,4
9660,1
9661,3
9662,1
9663,0
9664,4
9665,1
9666,3
9667,4
9668,2
9669,4
9670,0
9671,0
9672,2
9673,0
9674,4
9675,1
9676,0
9677,3
9678,3
9679,2
9680,4
9681,1
9682,0
9683,2
9684,4
9685,3
9686,0
9687,3
9688,4
9689,1
9690,0
9691,2
9692,0
9693,1
9694,1
9695,4
9696,1
9697,3
9698,0
9699,2
9700,2
9701,0
9702,0
9703,2
9704,2
9705,3
9706,3
9707,0
9708,0
9709,1
9710,0
9711,4
9712,0
9713,4
9714,1
9715,4
9716,3
9717,1
9718,3
9719,3
9720,4
9721,0
9722,4
9723,2
9724,4
9725,4
9726,0
9727,1
9728,1
9729,3
9730,0
9731,3
9732,1
9733,2
9734,2
9735,0
9736,4
9737,1
9738,0
9739,4
9740,0
9741,0
9742,2
9743,1
9744,4
9745,4
9746,4
9747,0
9748,3
9749,0
9750,3
9751,0
9752,0
9753,1
9754,3
9755,4
9756,3
9757,0
9758,0
9759,3
9760,4
9761,2
9762,0
9763,0
9764,0
9765,0
9766,3
9767,3
9768,1
9769,2
9770,4
9771,2
9772,3
9773,0
9774,3
9775,2
9776,4
9777,2
9778,1
9779,4
9780,3
9781,2
9782,0
9783,2
9784,3
9785,3
9786,4
9787,0
9788,4
9789,2
9790,3
9791,0
9792,1
9793,4
9794,3
9795,4
9796,3
9797,4
9798,4
9799,0
9800,3
9801,4
9802,1
9803,0
9804,2
9805,1
9806,2
9807,0
9808,4
9809,4
9810,3
9811,1
9812,1
9813,3
9814,4
9815,3
9816,3
9817,2
9818,0
9819,2
9820,1
9821,3
9822,1
9823,0
9824,3
9825,4
9826,2
9827,4
9828,4
9829,0
9830,2
9831,2
9832,0
9833,1
9834,1
9835,3
9836,0
9837,0
9838,2
9839,1
9840,3
9841,0
9842,4
9843,2
9844,3
9845,2
9846,4
9847,2
9848,2
9849,3
9850,0
9851,4
9852,3
9853,4
9854,2
9855,1
9856,2
9857,1
9858,2
9859,1
9860,3
9861,0
9862,1
9863,0
9864,4
9865,1
9866,4
9867,2
9868,0
9869,4
9870,2
9871,4
9872,0
9873,3
9874,4
9875,1
9876,1
9877,4
9878,2
9879,4
9880,3
9881,4
9882,4
9883,0
9884,2
9885,1
9886,3
9887,2
9888,2
9889,2
9890,3
9891,2
9892,4
9893,2
9894,0
9895,3
9896,2
9897,0
9898,4
9899,1
9900,1
9901,2
9902,4
9903,1
9904,1
9905,1
9906,0
9907,0
9908,1
9909,3
9910,2
9911,1
9912,0
9913,0
9914,0
9915,3
9916,0
9917,0
9918,1
9919,1
9920,0
9921,4
9922,1
9923,1
9924,0
9925,4
9926,3
9927,1
9928,1
9929,1
9930,4
9931,3
9932,1
9933,3
9934,2
9935,1
9936,2
9937,3
9938,0
9939,1
9940,4
9941,3
9942,4
9943,0
9944,0
9945,1
9946,3
9947,3
9948,2
9949,4
9950,2
9951,4
9952,2
9953,3
9954,1
9955,2
9956,2
9957,3
9958,2
9959,1
9960,4
9961,3
9962,3
9963,0
9964,0
9965,0
9966,0
9967,2
9968,1
9969,4
9970,4
9971,4
9972,0
9973,1
9974,2
9975,3
9976,1
9977,4
9978,4
9979,1
9980,3
9981,4
9982,3
9983,3
9984,1
9985,2
9986,1
9987,0
9988,0
9989,0
9990,1
9991,0
9992,2
9993,1
9994,1
9995,0
9996,1
9997,3
9998,4
9999,3
10000,0
10001,1
10002,3
10003,4
10004,1
10005,1
10006,1
10007,1
10008,3
10009,3
10010,2
10011,0
10012,1
10013,3
10014,2
10015,1
10016,1
10017,3
10018,2
10019,2
10020,1
10021,4
10022,2
10023,2
10024,3
10025,2
10026,3
10027,4
10028,3
10029,1
10030,4
10031,0
10032,3
10033,2
10034,2
10035,4
10036,3
10037,2
10038,0
10039,0
10040,4
10041,2
10042,1
10043,2
10044,2
10045,0
10046,2
10047,0
10048,2
10049,3
10050,3
10051,1
10052,0
10053,2
10054,3
10055,2
10056,2
10057,0
10058,0
10059,4
10060,0
10061,2
10062,0
10063,4
10064,3
10065,0
10066,2
10067,4
10068,2
10069,2
10070,3
10071,4
10072,1
10073,0
10074,2
10075,3
10076,4
10077,1
10078,4
10079,4
10080,1
10081,0
10082,1
10083,1
10084,4
10085,4
10086,0
10087,4
10088,3
10089,0
10090,3
10091,3
10092,2
10093,2
10094,2
10095,1
10096,1
10097,3
10098,1
10099,2
10100,4
10101,0
10102,1
10103,1
10104,4
10105,3
10106,1
10107,0
10108,2
10109,1
10110,1
10111,0
10112,3
10113,0
10114,0
10115,3
10116,2
10117,0
10118,4
10119,3
10120,0
10121,4
10122,0
10123,3
10124,2
10125,2
10126,1
10127,1
10128,4
10129,1
10130,1
10131,1
10132,3
10133,0
10134,0
10135,2
10136,1
10137,4
10138,0
10139,2
10140,1
10141,2
10142,2
10143,4
10144,3
10145,0
10146,3
10147,4
10148,1
10149,1
10150,3
10151,3
10152,4
10153,1
10154,2
10155,0
10156,4
10157,2
10158,3
10159,4
10160,0
10161,3
10162,2
10163,4
10164,0
10165,1
10166,2
10167,1
10168,1
10169,0
10170,0
10171,3
10172,1
10173,3
10174,0
10175,4
10176,0
10177,1
10178,4
10179,0
10180,2
10181,1
10182,4
10183,3
10184,2
10185,3
10186,0
10187,1
10188,1
10189,4
10190,4
10191,0
10192,2
10193,1
10194,2
10195,2
10196,2
10197,1
10198,0
10199,4
10200,4
10201,3
10202,1
10203,3
10204,4
10205,1
10206,3
10207,4
10208,1
10209,3
10210,4
10211,3
10212,0
10213,1
10214,3
10215,3
10216,4
10217,3
10218,3
10219,0
10220,4
10221,2
10222,4
10223,0
10224,1
10225,3
10226,1
10227,3
10228,4
10229,4
10230,3
10231,1
10232,2
10233,0
10234,2
10235,3
10236,0
10237,2
10238,0
10239,1
10240,1
10241,0
10242,1
10243,0
10244,1
10245,4
10246,1
10247,4
10248,4
10249,1
10250,2
10251,0
10252,3
10253,3
10254,3
10255,2
10256,0
10257,2
10258,4
10259,0
10260,0
10261,1
10262,3
10263,4
10264,2
10265,3
10266,4
10267,1
10268,3
10269,4
10270,3
10271,2
10272,0
10273,3
10274,0
10275,2
10276,3
10277,3
10278,0
10279,4
10280,1
10281,4
10282,4
10283,0
10284,3
10285,0
10286,2
10287,4
10288,2
10289,0
10290,3
10291,4
10292,3
10293,1
10294,4
10295,0
10296,4
10297,1
10298,1
10299,1
10300,0
10301,4
10302,3
10303,3
10304,0
10305,1
10306,3
10307,3
10308,0
10309,2
10310,2
10311,2
10312,4
10313,4
10314,2
10315,0
10316,2
10317,4
10318,2
10319,4
10320,0
10321,4
10322,0
10323,0
10324,3
10325,3
10326,4
10327,3
10328,3
10329,1
10330,0
10331,1
10332,1
10333,0
10334,3
10335,4
10336,0
10337,2
10338,1
10339,1
10340,0
10341,0
10342,4
10343,0
10344,1
10345,1
10346,3
10347,3
10348,4
10349,2
10350,2
10351,4
10352,4
10353,2
10354,2
10355,1
10356,0
10357,3
10358,3
10359,3
10360,1
10361,2
10362,3
10363,1
10364,3
10365,1
10366,4
10367,4
10368,2
10369,2
10370,2
10371,2
10372,2
10373,2
10374,3
10375,3
10376,4
10377,1
10378,4
10379,1
10380,4
10381,4
10382,1
10383,1
10384,0
10385,2
10386,3
10387,4
10388,3
10389,1
10390,2
10391,1
10392,0
10393,4
10394,3
10395,2
10396,0
10397,3
10398,1
10399,3
10400,0
10401,3
10402,3
10403,4
10404,1
10405,0
10406,1
10407,1
10408,4
10409,3
10410,1
10411,3
10412,2
10413,3
10414,3
10415,1
10416,1
10417,4
10418,0
10419,0
10420,4
10421,2
10422,2
10423,3
10424,3
10425,2
10426,3
10427,3
10428,0
10429,0
10430,2
10431,1
10432,3
10433,2
10434,0
10435,4
10436,2
10437,1
10438,2
10439,2
10440,0
10441,4
10442,2
10443,3
10444,3
10445,4
10446,3
10447,3
10448,1
10449,0
10450,4
10451,2
10452,1
10453,1
10454,2
10455,1
10456,3
10457,3
10458,1
10459,3
10460,2
10461,1
10462,1
10463,1
10464,1
10465,0
10466,2
10467,3
10468,3
10469,3
10470,1
10471,0
10472,1
10473,2
10474,1
10475,4
10476,1
10477,2
10478,0
10479,3
10480,1
10481,1
10482,0
10483,0
10484,1
10485,4
10486,1
10487,4
10488,4
10489,2
10490,1
10491,3
10492,0
10493,0
10494,0
10495,2
10496,1
10497,0
10498,1
10499,1
10500,1
10501,3
10502,4
10503,2
10504,2
10505,4
10506,0
10507,3
10508,3
10509,3
10510,0
10511,1
10512,3
10513,3
10514,1
10515,4
10516,1
10517,4
10518,0
10519,4
10520,4
10521,4
10522,0
10523,3
10524,3
10525,2
10526,2
10527,0
10528,2
10529,3
10530,2
10531,2
10532,1
10533,2
10534,0
10535,1
10536,4
10537,1
10538,0
10539,1
10540,3
10541,2
10542,0
10543,3
10544,3
